Request Number,Date Opened,Request ,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y
185557,5/16/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"2112 Vine Hill Rd, Nashville, TN 37204, United States",37204,METRO,9406,17,1741167.991,655194.2113
185603,5/16/2019,Trash - Curbside/Alley Missed Pickup,"My recycling wasn't picked up today, even though my address is scheduled to be picked up on the third Thursday of the month.","5061 Cherrywood Dr, Nashville, TN 37211, United States",37211,RED RIVER,3401,27,1754199.65,629284.4879
185607,5/17/2019,Trash - Curbside/Alley Missed Pickup,There are 3 trash containers behind our house in the alley. 2 belong to our neighbors and 1 to us. it seems that only 1 was emptied this week.,"1919 Blair Blvd, Nashville, TN 37212, United States",37212,METRO,9308,18,1732194.611,654929.6008
185616,5/17/2019,Trash - Curbside/Alley Missed Pickup,Trash/curb {Thursday} someone parked in front of her cart.,"1460 Bell Trace Dr, Nashville, TN 37013, United States",37013,RED RIVER,4405,32,1770330.508,622131.9145
185665,5/17/2019,Trash - Curbside/Alley Missed Pickup,No one pickup for trash/Thursday. Curb,"1025 GRANBERY PARK DR, 37027",37027,RED RIVER,2401,4,1745079.949,624360.6728
185734,5/17/2019,Trash Collection Complaint,trash cart was left in the middle of the street,"915 Douglas Ave, Nashville, TN 37206, United States",37206,METRO,9503,5,1747627.818,677867.1988
185814,5/17/2019,Trash Collection Complaint,RESIDENT IS 82 YEARS OLD AND SAYS THAT FREQUENTLY THE TRASH COLLECTION CREW DROPS THE CART ON ITS SIDE AFTER REMOVING THE TRASH AND SHE IS UNABLE TO LIFT THE CART UPRIGHT.,"2175 June Dr, Nashville, TN 37214, United States",37214,RED RIVER,1504,15,1762713.46,668578.1147
185833,5/17/2019,Trash Collection Complaint,caller states driver is leaving carts all over the street and not putting them back where he got them.,"492 Ellenwood Dr, Nashville, TN 37211, United States",37211,RED RIVER,3401,27,1751564.288,628822.8357
185862,5/17/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"654 Devon Dr, Nashville, TN 37220, United States",37220,RED RIVER,2403,26,1741560.999,630080.0001
186034,5/17/2019,Trash Collection Complaint,Backdoor- ruck leaked hydraulic fluid or trash juice on driveway and wants cleaned up. upset said happens often,"2934 McCampbell Ave, Nashville, TN 37214, United States",37214,RED RIVER,2501,14,1775596.998,666833.6019
186087,5/17/2019,Trash - Curbside/Alley Missed Pickup,This is the first time this has happened at my residence that I can remember.,"5108 Colemont Dr, Nashville, TN 37013, United States",37013,RED RIVER,3403,27,1761593.566,627840.1231
186089,5/17/2019,Trash Collection Complaint,"my trash is picked on the right days and at a good time. the only 2 problems we have is that (1) not everything gets dumped.  I believe the trash bin is opened and the white/black garbage bags are pulled out discarded; however, there may be smaller bags on the bottom of the bins that are left behind. Or, (2) instead of dumping everything in the garbage truck, the left overs seem to be dumped on the street. on multiple occasions the front of my house parking is full of trash remnants. this is not something consistent but it does happen twice a month or so.","2160 Byrum Ave, Nashville, TN 37203, United States",37203,METRO,9406,17,1743074.322,656310.865
186122,5/17/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"2924 Kinwood Dr, Nashville, TN 37013, United States",37013,RED RIVER,4503,29,1783826.849,633608.7215
186146,5/17/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"222 Donelson Hills Dr, Nashville, TN 37214, United States",37214,RED RIVER,1504,15,1761759.875,668888.1366
186173,5/17/2019,Trash Collection Complaint,I'm writing because it is after 6:30pm and the trash is still in my cart.,"3128 Towne Village Rd, Nashville, TN 37013, United States",37013,RED RIVER,3504,33,1788731.399,633352.8008
186213,5/18/2019,Trash - Curbside/Alley Missed Pickup,"The trash guys picked up on one side of the street, but not on my side of the street. Everyone on my side still has their trash in the trashcan.","128 Nashboro Greens, Nashville, TN 37217, United States",37217,RED RIVER,2505,29,1779298.744,641208.3577
186530,5/20/2019,Trash - Backdoor,1 cart,"605 Crieve Rd, Nashville, TN 37220, United States",37220,RED RIVER,2403,26,1742522.598,631839.2012
186689,5/20/2019,Trash - Curbside/Alley Missed Pickup,Corner of Delaware Ave all the way to Anderson {no trash/pickup} last Thursday. Curb,"500 Dupont Ave, Nashville, TN 37115, United States",37115,RED RIVER,3414,9,1761090.6,704229.5996
186794,5/20/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"4713 Drewry Dr, Antioch, Tennessee, 37013",37013,RED RIVER,4505,28,1768683.924,631870.5526
186810,5/20/2019,Trash - Curbside/Alley Missed Pickup,It does not appear that any of the trash got picked up on Friday in this alleyway.,"2002 Eastland Ave, Nashville, TN 37206, United States",37206,METRO,9503,6,1751755.691,673871.5281
186962,5/20/2019,Trash Collection Complaint,"file complaint/leaving the cart every-where, throws them down really hard.  broken hinges and cracked","3364 Towneship Rd, Nashville, TN 37013, United States",37013,RED RIVER,3504,33,1788768.342,632280.8481
187054,5/20/2019,Trash - Curbside/Alley Missed Pickup,4 full carts,"40 Shepard St, Nashville, TN 37210, United States",37210,WASTE IND,4409,17,1744055.232,660096.9674
187074,5/20/2019,Trash - Backdoor,get on route thursday carts are on opposite side of house from driveway,"5584 Hill Rd, Brentwood, TN 37027, United States",37027,RED RIVER,2402,4,1746945.449,623110.1215
187426,5/21/2019,Trash - Curbside/Alley Missed Pickup,Need trash pick up today.,"2201 Heiman St, Nashville, TN 37208, United States",37208,METRO,,21,1728673.136,669680.5105
187520,5/21/2019,Trash Collection Complaint,"Trash supervisor reporting trash bags on the ground piled up, will not be collected.  Per Alton at Waste Industries","1407 Arthur Ave, Nashville, TN 37208, United States",37208,,,19,1733008.806,671288.4581
187555,5/21/2019,Trash Collection Complaint,"Trash man leaving trash carts ion the road, she is tired of dodging them and them blocking mailboxes.","Jenkins St, Nashville, Tennessee, 37208",37208,Metro,,21,1727059.577,673595.9818
187581,5/21/2019,Trash Collection Complaint,trash was emptied halfway and when the cart was let go trash spilled everywhere,"734 Moormans Arm Rd, Nashville, TN 37207, United States",37207,RED RIVER,3205,2,1728449.386,686338.2742
187618,5/21/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"265 Haynes Park Dr, Nashville, TN 37218, United States",37218,RED RIVER,3203,1,1722380.746,686950.589
187620,5/21/2019,Trash - Curbside/Alley Missed Pickup,Trash man came today but did not get her. She sat out last night,"1706 23rd Ave N, Nashville, TN 37208, United States",37208,METRO,9201,21,1728362.601,672185.6005
187621,5/21/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"3100 Forrest Park Ave, Nashville, Tennessee, 37215",,,2304,24,1725369.801,652245.6014
187624,5/21/2019,Trash - Backdoor,1 cart,"1719 Windover Dr, Nashville, TN 37218, United States",37218,RED RIVER,4202,2,1718292.2,680735.9984
187640,5/21/2019,Trash - Curbside/Alley Missed Pickup,,"4008 Calumet Dr, Antioch, Tennessee, 37013",37013,RED RIVER,3504,33,1786269.972,631592.7686
187687,5/21/2019,Trash - Backdoor,1 cart,"3717 Hydes Ferry Rd, Nashville, Tennessee, 37218",37218,RED RIVER,4202,2,1720044.909,678828.4735
187724,5/21/2019,Trash - Curbside/Alley Missed Pickup,The box in the can cannot be recycled.,"439 Edwin St, Nashville, TN 37207, United States",37207,,,5,1744873.331,681893.8291
187819,5/22/2019,Trash - Curbside/Alley Missed Pickup,3 weeks without trash/service {no one has come} curb {Tuesday} needs to get emptied asap.,"709 ARBOR TRACE CIR, 37207",37207,RED RIVER,2201,8,1745168.877,689265.4788
187866,5/22/2019,Trash Collection Complaint,Caller states only one of her carts was emptied. she wants the other one picked up,"251 Ensworth Pl, Nashville, TN 37205, United States",37205,RED RIVER,2302,24,1720282,651702.7014
187906,5/22/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"100 Rhine Dr, Nashville, TN 37115, United States",37115,RED RIVER,3212,8,1750465.798,703800.7988
187908,5/22/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"6600 Upton Ln, Nashville, Tennessee, 37209",37209,RED RIVER,4205,20,1705239.18,659374.5742
188103,5/22/2019,Trash - Curbside/Alley Missed Pickup,Just got back in town and wasn?t able to get cart out in time.,"616 Neelys Bend Rd, Madison, Tennessee, 37115",37115,,3314,9,1761959.999,699743.7985
188169,5/22/2019,Trash - Curbside/Alley Missed Pickup,"Our trash collection service is generally reliable and always occurs before 10:00 AM.
3000-3024","320 Old Hickory Blvd, Nashville, TN 37221, United States",37221,RED RIVER,1303,23,1697551.837,640470.0296
188272,5/22/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"407 Lemont Dr, Nashville, TN 37216, United States",37216,RED RIVER,2204,8,1748867.567,689658.5274
188314,5/22/2019,Damage to Property,"Trash/men today damage his mail-box {needs to be dug up to re-installed}
wants a call back from higher up.","1025 Red Bud Ter, Madison, Tennessee, 37115",37115,RED RIVER,3312,7,1759286.599,697939.1988
188323,5/22/2019,Trash Collection Complaint,trash truck drove into alley and hit several trash cans.  wet garbage is now on the ground in the alley. The truck never stopped to right the containers or get the garbage. They are reckless drivers when they go down this alley. THey do not put containers back. I had to go down several houses to locate mine. They often do not close the lids where rain water can get in.,"338 Chesterfield Ave, Nashville, TN 37212, United States",37212,METRO,9301,18,1726767.4,656801.601
188418,5/22/2019,Trash - Backdoor,cust says cart is at the street,3626 Westbrook Ave,37205,METRO,9307,24,1723434.565,658338.2947
188419,5/22/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"745 22nd Ave N, Nashville, TN 37208, United States",37208,METRO,9303,21,1729337.703,666173.2013
188436,5/22/2019,Trash - Curbside/Alley Missed Pickup,This is to let you know that they picked up my trash this afternoon at 5:30.   Thank you.,"5102 Idaho Ave, Nashville, TN 37209, United States",37209,,,24,1717852.202,661113.6019
188449,5/22/2019,Trash Collection Complaint,Non running car that has not moved in several years,"2928 Harlin Dr, Nashville, TN 37211, United States",37211,METRO,9408,16,1747365.799,647139.2024
188457,5/22/2019,Trash - Curbside/Alley Missed Pickup,Only one of my two bins were emptied by trash collection today. We would like the other to be emptied ASAP,"4004 Harding Pl, Nashville, TN 37215, United States",37215,RED RIVER,3301,34,1718329.001,641673.6014
188483,5/22/2019,Trash - Curbside/Alley Missed Pickup,"I was out of town and couldn't get cart out in time.  This is my second request because the 1st request was closed.  The reply we got is that our location is outside urban services, which is untrue because we have Metro trash and recycling.  Please call me or respond to this as we would like to get trash picked up as soon as possible.  Thank you -Courtney Benner 615-335-6858","616 Neelys Bend Rd, Nashville, TN 37115, United States",37115,,3314,9,1761959.999,699743.7985
188492,5/23/2019,Trash - Curbside/Alley Missed Pickup,"No trash was picked up at my Tri-plex
addresses 901, 903 and 905 21st ave north","905 21st Ave N, Nashville, Tennessee, 37208",37208,METRO,9303,21,1729844.2,666919.201
188517,5/23/2019,Trash Collection Complaint,Caller states when the trash hauler picked up yesterday they spilled all over the street.,"6305 E Valley Rd, Nashville, TN 37205, United States",37205,RED RIVER,1303,23,1707064.201,643599.2001
188555,5/23/2019,Trash Collection Complaint,File a complaint/from trash/truck dropping carts on the ground and he just does not care. Very upset trash/men always driving really fast and throws them very where. {She's in the Cul de Sac} and almost hitting her jeep. {but did damage the mailbox},"4612 Arapaho Ct, Nashville, TN 37013, United States",37013,RED RIVER,3404,30,1765848.175,630515.1706
188556,5/23/2019,Damage to Property,"Trash/truck damage her mail-box on a wooden post, it's broken in the ground. {busted mail-box} happen this morning. She seen this happen.","4612 Arapaho Ct, Nashville, TN 37013, United States",37013,RED RIVER,3404,30,1765848.175,630515.1706
188605,5/23/2019,Trash Collection Complaint,"CALLER SAYS THE OWNER OF PROPERTY HAS CUT UP DECKING WOOD IN SMALL PIECES AND PLACED IT IN THE TRASH CART. CALLER SAYS HE KNOWS THE TRASH COLLECTION CREW SHOULD NOT BE REMOVING THIS FROM THE CART BUT THEY CONTINUE EMPTYING CART ALTHOUGH THEY KNOW THE WOOD IS IN IT. CALLER SAYS SINCE THIS IS A VIOLATION OF USE, HE DOESN'T UNDERSTAND WHY THEY CONTINUE TO DUMP THE CART DURING PICK UP.","922 Douglas Ave, Nashville, TN 37206, United States",37206,WASTE IND,2509,5,1747823.018,677692.799
188693,5/23/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"703 Mt Carmel Pl, Nashville, TN 37205, United States",37205,RED RIVER,1303,23,1705866.858,639977.1626
188710,5/23/2019,Trash - Curbside/Alley Missed Pickup,"Trash pickup is suppose to be on Tuesdays around 10-11 am, but for the last month the days keep changing or don't show up at all on any day.","100 Shields Ln, Nashville, TN 37115, United States",37115,RED RIVER,3212,8,1751098.799,697338.3984
188849,5/23/2019,Trash Collection Complaint,"curbside trash 2nd time this has happen just lift up cart but did not go over the truck, left full.  Curb {Wants a supervisor to contact her} about this matter. Wants cart emptied today.","247 Ash Grove Dr, Nashville, TN 37211, United States",37211,RED RIVER,4404,31,1761029.523,624934.6453
189011,5/23/2019,Trash - Curbside/Alley Missed Pickup,No one's trash/pickup for {Wednesday} curb,"708 OLD HICKORY BLVD, 37115",37115,RED RIVER,3412,8,1753106.4,703876.7989
189121,5/23/2019,Trash - Curbside/Alley Missed Pickup,1 cart. roads were blocked,"3016 Delaware Ave, Nashville, Tennessee, 37209",37209,METRO,9303,21,1726072.201,664295.2015
189123,5/23/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"408 Cedarview Dr, Nashville, TN 37211, United States",37211,RED RIVER,4403,31,1759835.186,622845.4982
189142,5/23/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"345 Cedarmont Dr, Nashville, TN 37211, United States",37211,RED RIVER,4403,31,1760356.199,622526.4017
189155,5/23/2019,Trash - Curbside/Alley Missed Pickup,all bags,"918 N Graycroft Ave, Nashville, TN 37115, United States",37115,RED RIVER,3412,8,1754587.501,708901.0421
189195,5/24/2019,Trash - Curbside/Alley Missed Pickup,,"502 Landon Dr, Nashville, Tennessee, 37220",37220,RED RIVER,2401,26,1744352.999,630502.4017
189302,5/24/2019,Trash - Curbside/Alley Missed Pickup,"Yet again, my street (Idlewild Ave) put their trash carts out on Thursday as instructed, and yet again, none of the trash was collected.","601 Idlewild Ave, Nashville, TN 37115, United States",37115,RED RIVER,3414,9,1760030.599,700859.1987
189386,5/24/2019,Trash - Curbside/Alley Missed Pickup,"Trash needs to be emptied, alley {getting new lid replacement}","940 31st Ave N, Nashville, TN 37209, United States",37209,WASTE IND,3307,21,1725517.881,666896.3741
189500,5/24/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"3401 Mimosa Dr, Nashville, TN 37211, United States",37211,RED RIVER,1404,16,1756502.6,643028
189530,5/24/2019,Trash - Curbside/Alley Missed Pickup,extra,"1014 Caruthers Ave, Nashville, TN 37204, United States",37204,METRO,9403,17,1735882.347,653431.865
189568,5/24/2019,Trash - Curbside/Alley Missed Pickup,Trash/cart out night before/Thursday. {No Service for anyone} on the street. Curb {running over},"5105 Greentree Dr, Nashville, TN 37211, United States",37211,RED RIVER,3401,27,1750053,630351.2008
189589,5/24/2019,Trash Collection Complaint,Caller states yesterday the trash truck leaked Oil all over Crosby Ln and Fairlane Dr. caller wants Oil cleaned up.,FAIRLANE DR & CROSBY LN,37211,,,30,1758774.87,630598.2443
189619,5/24/2019,Trash Collection Complaint,Caller has backdoor pickup but the regular trash truck is turning around in this customer's driveway and spilling truck juice all over his driveway. He wants someone to come out and clean the mess up.,"3602 Floral Dr, Nashville, TN 37211, United States",37211,RED RIVER,4304,16,1751660.199,643215.2004
189623,5/24/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"639 Heritage Dr, Nashville, TN 37115, United States",37115,RED RIVER,3412,8,1754841.8,705326.3996
189669,5/24/2019,Trash Collection Complaint,Backdoor- ruck leaked hydraulic fluid or trash juice on driveway and wants cleaned up. upset said happens often.. This is the 2nd week in a road,"2934 McCampbell Ave, Nashville, TN 37214, United States",37214,,,14,1775596.998,666833.6019
189677,5/24/2019,Trash Collection Complaint,RESIDENT SAYS YESTERDAY THE TRUCK SPILLED OUT ON THE STREET IN FRONT IF HER HOME. WHEN SPILLS OCCUR THEY DRIVE THROUGH THE OIL AND TRACK IT ONTO THEIR PROPERTY. CALLER ALSO STATED THAT ONCE BEFORE THEY BROUGHT SAND OUT TO ABSORB THE SPILL. CALLER SAYS THIS IS NOT A GOOD IDEA BECAUSE THE SAND BLOWS ALL OVER THE PLACE.,"293 Browning Rd, Nashville, TN 37211, United States",37211,RED RIVER,1402,16,1755518.282,651951.0554
189697,5/24/2019,Trash Collection Complaint,Truck leaking hydraulic fluid all down Anderson Rd,"Anderson Rd, Nashville, TN , United States",37217,RED RIVER,4506,29,1789090.477,639136.1078
189712,5/24/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"4240 Sandstone Dr, Nashville, TN 37013, United States",37013,RED RIVER,4510,32,1786241.051,624153.9678
189756,5/24/2019,Trash - Curbside/Alley Missed Pickup,I am tired of being harassed about getting my trash can empty without a bunch of bull crap /you need to get people who want to work and not trying to get out of it,"1910 Truett Ave, Nashville, TN 37206, United States",37206,METRO,9503,6,1751747.782,673539.3956
189758,5/24/2019,Trash - Curbside/Alley Missed Pickup,It is 8:38 PM onFriday and no one has collected the trash in my neighborhood on a holiday weekend. This happens far to often. You all need to contract with better people because I?m paying my taxes and not being served. This company you have now is horrible!!!,"4845 Highlander Cove Antioch,TN 37013, United States",37013,RED RIVER,4504,28,1774142.294,628566.5885
189763,5/24/2019,Trash - Curbside/Alley Missed Pickup,They're three separate trash cans on the curb. Mine and two neighbors . All three are three feet apart . Never got picked up Thursday. Very disappointed.,"709 Old Hickory Blvd, Madison, Tennessee, 37115",37115,,,9,1763491.549,703409.0028
190011,5/27/2019,Trash - Curbside/Alley Missed Pickup,,"1708 Sprucedale Dr, Antioch, TN 37013, USA",37013,RED RIVER,4510,32,1787419.658,620588.3129
190174,5/28/2019,Trash - Curbside/Alley Missed Pickup,trash/curb {Thursday},"4924 Salem Dr, Nashville, TN 37211, United States",37211,RED RIVER,2404,26,1747805.799,633709.6005
190273,5/28/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"409 Donelson Pike, Nashville, TN 37214, United States",37214,RED RIVER,2502,15,1772211.398,663924.8018
190296,5/28/2019,Trash - Curbside/Alley Missed Pickup,Caller has 2 carts and only one was emptied. Please empty the second,"630 Vernon Ave, Nashville, TN 37209, United States",37209,,,20,1712249.801,665659.2011
190462,5/28/2019,Trash Collection Complaint,"What the hell is wrong with you people. Every week this son of a bitch tosses trash bin where ever, slings trash all over and I'm fucking sick of it and I'm going to the media with this bullshit. Can't fix a road properly or even pick up trash","668 Annex Ave, Nashville, TN 37209, United States",37209,RED RIVER,4203S,20,1710051.441,666950.313
190668,5/28/2019,Damage to Property,Caller has backdoor pickup and she said the driver back in the driveway and has destroyed the little walls at the side of the drive way. caller wants them to pull in pickup the trash turn around in the back of the driveway where there is enough room to turn around a tractor trailor {Repair walls that was damage} call her back.,"512 Brentlawn Dr, Nashville, TN 37220, United States",37220,RED RIVER,2403,26,1743756.999,630936.001
190716,5/28/2019,Trash - Curbside/Alley Missed Pickup,"No one{s} trash/pickup last Friday, curb [upset wants carts emptied]","1604 Rice Hill Ct, Nashville, TN 37013, United States",37013,RED RIVER,4504,32,1779383.425,631453.3671
190725,5/28/2019,Trash - Curbside/Alley Missed Pickup,Curb side trash pick up not done on Friday 5/24/19 for my neighborhood.,"1620 Rice Hill Ct, Nashville, TN 37013, United States",37013,RED RIVER,4504,32,1779232.778,631274.6912
190727,5/28/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"659 Roosevelt Ave, Nashville, TN 37115, United States",37115,RED RIVER,3514,9,1763814.2,705649.1686
190783,5/28/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"115 Barton Ln, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1763963.519,691686.3588
190791,5/28/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"3317 Kings Ln, Nashville, TN 37218, United States",37218,,,1,1722477.084,687325.9852
190795,5/28/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"525 Lemont Dr, Nashville, TN 37216, United States",37216,RED RIVER,2204,8,1749070.6,691965.1994
190802,5/28/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"3605 Brush Hill Rd, Nashville, TN 37216, United States",37216,RED RIVER,2203,7,1758803.998,686977.3992
190813,5/28/2019,Trash - Backdoor,2 carts,"3018 Carterwood Dr, Nashville, TN 37207, United States",37207,RED RIVER,2202,3,1739999.399,692550.3993
190831,5/28/2019,Trash Collection Complaint,Trash truck has large oil leak and oil is everywhere on Walker Ct,"669 Walker Ct, Nashville, Tennessee, 37207",37207,RED RIVER,3202,2,1730265.8,683865.5983
190836,5/28/2019,Trash - Curbside/Alley Missed Pickup,No additional details.  Lid is open this evening and trash still in container.,"1201 Littonwood Dr, Nashville, TN 37216, United States",37216,RED RIVER,2203,7,1756039.398,690363.7984
190869,5/28/2019,Trash - Curbside/Alley Missed Pickup,Trash was sat out Monday night. Had two brown sat out collected only one at 8:20 pm Tuesday(normal pickup day). Trash bin was sat side by side. Why wasn't the other bin picked up?,"1459 Dolan Rd, Nashville, Tennessee, 37218",37218,RED RIVER,4204,1,1719056.221,674053.2433
191171,5/29/2019,Trash Collection Complaint,CALLER STATES TRASH WAS PICKED UP BUT SHE HAS BACKDOOR SERVICE AND CREW IS NOT PLACING CART BACK WHERE IT IS PICKED UP FROM. CALLER IS UNABLE TO GET CART BACK TO WHERE IT SHOULD BE. PLEASE HAVE CREW PLACE CART BACK WHERE IT IS PICKED UP FROM. Caller states she has filed several complaints and he is still not bring the trash cart back to where he got it from.,110 Dodge Dr,37210,,,16,1753536.999,651264.0009
191200,5/29/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"3212 Country Hill Rd, Nashville, TN 37013, United States",37013,RED RIVER,3501,29,1788382.488,636149.1184
191206,5/29/2019,Damage to Property,trash cart was dumped directly on top of the mailbox,"311 Morton Ave, Nashville, TN 37211, United States",37211,RED RIVER,4304,16,1749668.998,646072.8002
191235,5/29/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"3217 Curtis St, Nashville, TN 37218, United States",37218,RED RIVER,4204,2,1723450.601,680492.7991
191282,5/29/2019,Trash Collection Complaint,for the last 2 months they have not been getting the trash every week. Wants this issue corrected.,"5026 Mt View Rd, Nashville, TN 37013, United States",37013,,,32,1770808.275,628353.2131
191352,5/29/2019,Trash - Curbside/Alley Missed Pickup,would appreciate pickup of this trash cart,"7277 Charlotte Pike, Nashville, Tennessee, 37209",37209,RED RIVER,1301,22,1697506.011,651369.9614
191354,5/29/2019,Trash - Curbside/Alley Missed Pickup,would appreciate handling this trash pickup!,"7277 Charlotte Pike, Nashville, TN 37209, United States",37209,RED RIVER,1301,22,1697506.011,651369.9614
191356,5/29/2019,Trash Collection Complaint,cust is upset that the truck spills oil/liquid near her driveway,"177 Carnavon Pkwy, Nashville, TN 37205, United States",37205,RED RIVER,1303,23,1701869.013,641165.1654
191380,5/29/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"736 Douglas Ave, Nashville, TN 37207, United States",37207,METRO,9203,5,1745419.451,677948.0983
191418,5/29/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"2422 Eastland Ave, Nashville, TN 37206, United States",37206,RED RIVER,1201,6,1756060.593,673331.6576
191474,5/29/2019,Trash Collection Complaint,Your trash service people come up and down our neighbor hood and leave trash cans on the ground and knocked over each house and thus broke the lid off our trash can.. each week every house has them on the road laid over.,"3711 Hewlett Dr, Nashville, TN 37211, United States",37211,RED RIVER,4302,16,1753035.4,641668.0015
191506,5/29/2019,Trash - Curbside/Alley Missed Pickup,backdoor,"116 Margaret St, Nashville, TN 37115, United States",37115,RED RIVER,3314,9,1761405.798,700626.3998
191518,5/29/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"126 Lanier Dr, Madison, Tennessee, 37115",37115,RED RIVER,3314,9,1763168.199,702798.5994
191552,5/29/2019,Trash - Curbside/Alley Missed Pickup,My trash and three of my neighbors'straah wasnt picked up,5707 Maudina Ave,37209,RED RIVER,2301,20,1714419.401,660290.4009
191553,5/29/2019,Trash - Curbside/Alley Missed Pickup,My trash and three of my neighbors'straah wasnt picked up,5707 Maudina Ave,37209,,,20,1714419.401,660290.4009
191565,5/29/2019,Trash - Backdoor,"Yet again, my trash was not [icked up again this. Is there some reason that I have to make a request every week?","3406 Batavia St, Nashville, Tennessee, 37209",37209,WASTE IND,3307,21,1724357.001,665867.2002
191589,5/30/2019,Trash - Backdoor,This is a quite frequent problem with Red River Waste Solutions,"116 Margaret St, Nashville, TN 37115, United States",37115,RED RIVER,3314,9,1761405.798,700626.3998
191681,5/30/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"1501 Lewis Rd, Nashville, TN 37115, United States",37115,RED RIVER,3212,8,1752116.999,696544.3999
191698,5/30/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"1906 Lathan Ct, Nashville, TN 37207, United States",37207,RED RIVER,3202,2,1731999.4,682016.799
191704,5/30/2019,Trash Collection Complaint,RESIDENT SAYS SHE IS HAVING TO CALL FREQUENTLY. SHE SAYS THE CARTS ARE BEING THROWN ABOUT ONCE EMPTIED AND SINCE THEIR PICK UP IS IN AN ALLEY THERE ARE OTHER CARTS GETTING MIXED UP AND TOSSED AROUND AS WELL. CAN THEY NOT PLACE CARTS BACK TO THEIR ORIGINAL LOCATION? CALLER SAYS SHE HAS EVEN PROVIDED WATER TO COLLECTION CREW. DOESN'T UNDERSTAND WHAT THE ISSUE IS. WANTED TO SPEAK WITH A SUPERVISOR.,"1718 Sweetbriar Ave, Nashville, TN 37212, United States",37212,METRO,9308,18,1732864.921,653263.2609
191716,5/30/2019,Trash Collection Complaint,Caller has backdoor pickup and she states she is not being pickup unless she calls in. Cart is full and she wants to make sure we pickup tomorrow her regular day.,"4221 SHAGBARK TRL, 37013",37013,RED RIVER,4510,32,1785327.167,622722.2572
191752,5/30/2019,Trash Collection Complaint,3 weeks of not getting emptied for trash/curb pickup. Same bags are in cart. 3 Wednesday's.,"3629 Sabre Dr, Nashville, TN 37211, United States",37211,RED RIVER,4304,16,1751820.998,642319.2009
191815,5/30/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"1308 Hildreth Dr, Nashville, TN 37215, United States",37215,RED RIVER,3303,34,1728323.4,637753.6004
191816,5/30/2019,Trash Collection Complaint,Caller states the trash truck is dumping trash in her yard.,"312 Emmitt Ave, Nashville, TN 37115, United States",37115,RED RIVER,3312,7,1758821.799,698751.9994
191841,5/30/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"2809 Woodlawn Dr, Nashville, TN 37215, United States",37215,RED RIVER,2305,18,1728256.769,653536.0782
191878,5/30/2019,Trash - Curbside/Alley Missed Pickup,No regular pickup yesterday at any of the Gloucester Square locations - about 40+ homes.,"2108 Golf Club Ln, Nashville, TN 37215, United States",37215,RED RIVER,2305S,25,1728987.402,650739.0438
192057,5/30/2019,Trash - Backdoor,This is the second time that I?ve requested a pickup .  Once was for the Curby can and that never got picked up ! Do better y?all !,"2020 Olga Ave, Nashville, TN 37216, United States",37216,RED RIVER,1204,7,1759114.6,685003.1982
192072,5/30/2019,Trash Collection Complaint,"upset/because the trash/men only gets the first 2 bags from the top/and leaving the rest. ALLEY {it's 3 weeks with the same bags inside the bottom of cart, only takes out the 2 bags on top. Called last week and they did not come. ALLEY","1821 Cedar Ln, Nashville, TN 37212, United States",37212,METRO,9402,18,1732146.495,652069.0309
192149,5/30/2019,Trash Collection Complaint,cart is left out into the street instead of at the pickup location,"310 Vivelle Ave, Nashville, TN 37210, United States",37210,WASTE IND,4407,17,1746820.4,653605.8018
